#{"t_start": 1626354433.356354, "env_id": null}
r,l,t
-388.092247,66,2293.502471
-72.904251,21,2294.814528
-239.456016,47,2297.569481
1179656.322925,1198,2375.576295
-98.902269,40,2378.082709
-155.084595,33,2380.074523
-82.447262,17,2381.227857
-142.785078,35,2383.307106
571718.623822,318,2404.319036
-1456.186605,210,2416.628748
-141.73694,30,2418.550002
-100.625066,22,2419.891266
-81.897948,22,2421.308702
-1779.176695,245,2436.758852
-125.645874,28,2438.535637
-146.643713,38,2440.74358
-316.510044,66,2444.765842
-254.662769,50,2447.704818
-1167.048012,153,2458.118226
-394.144176,73,2462.395916
-2080.96795,275,2478.916998
-196.724643,34,2481.023489
-280.875566,44,2483.660866
-317.833012,69,2487.66971
-305.978186,42,2490.43172
-347.909719,63,2494.027643
-182.813568,42,2496.562777
-143.243379,39,2498.891645
-331.063472,54,2501.856424
-314.593529,61,2505.420807
-802.603717,108,2512.54625
-211.590129,33,2514.620212
-77.7481,22,2516.06495
-463.985371,69,2520.602257
-98.291399,25,2522.189259
-439.792998,87,2527.290329
-756.507609,113,2534.095082
-446.059974,65,2538.002378
-159.93236,24,2539.448135
-454.344449,66,2543.324476
-4165.171836,547,2576.988438
-135.944868,38,2579.345482
-379.195392,49,2582.327077
-471.968691,65,2586.143598
-166.779464,31,2588.055039
-438.819267,73,2592.318578
-1928.188456,267,2609.070385
-270.650005,41,2611.704386
-3623.977178,458,2641.014625
-1389.564771,201,2652.813473
-257.776342,36,2655.088672
-295.348948,41,2657.508171
-482.880469,106,2664.134721
-204.306539,34,2666.271854
-992.106804,135,2675.181289
-1410.945827,179,2686.997643
-258.61669,42,2689.617872
-1580.782829,210,2702.919389
-1619.731672,217,2715.985635
-91.026913,33,2718.073583
-496.394177,80,2723.06953
-447.166173,66,2727.16151
-218.319363,45,2729.837527
480995.05076,27,2731.5114
-209.064141,39,2733.917455
-310.239921,44,2736.531803
-356.044353,50,2739.561109
-406.747823,61,2743.301999
807325.010977,92,2749.18737
-387.283055,64,2753.052341
-585.785202,90,2758.520613
-536.90047,80,2763.461139
-304.956733,49,2766.501517
-720.139937,100,2772.312363
-1587.511641,214,2786.469332
-852.52638,118,2793.73813
-2071.584895,296,2810.656164
289791.972566,61,2814.516826
-131.691691,17,2815.601291
-326.211113,52,2818.785141
-181.515686,29,2820.5926
-233.989283,52,2823.724221
-522.985653,86,2829.046499
-537.959837,84,2834.289706
-259.546347,39,2836.700925
-174.999188,41,2839.184752
-656.414935,90,2844.663971
-334.162659,44,2847.447103
-581.014033,90,2853.101511
-301.691435,52,2856.224107
-206.657332,34,2858.354537
-128.737595,19,2859.558402
-214.289321,43,2862.285166
-181.795999,32,2864.26465
-810.449928,106,2871.123355
-210.703098,31,2873.113129
-782.722019,116,2880.190248
-295.174823,39,2882.655102
-350.639062,79,2887.251667
-1555.666894,203,2899.91892
-651.786148,86,2905.351712
-148.377782,26,2907.016331
-739.327409,115,2914.803254
-131.392243,25,2916.379203
-301.06794,45,2919.130117
-539.605814,95,2925.052632
-615.914621,93,2930.588716
-255.810148,55,2934.245655
-917.006426,121,2942.27637
-786.882882,112,2949.008419
-1472.524198,204,2962.731837
-630.128489,114,2970.533861
-371.089036,47,2973.247693
-3257.254189,408,3000.306193
-223.183048,51,3003.455724
-654.527456,93,3009.060824
-1916.366183,259,3025.873103
-1422.571307,201,3039.366808
-1068.055545,149,3048.293614
-1250.202195,160,3058.79718
-3171.758285,420,3087.548365
-152.583065,34,3089.674416
295049.990132,129,3098.271352
-2412.362103,308,3117.583187
-373.189587,48,3120.362901
-4651.462433,608,3158.890306
786593.502781,76,3163.701972
-131.975944,34,3165.873772
-450.779575,65,3169.997483
-775.162374,114,3176.924041
-7629.982364,976,3239.646377
-554.618982,80,3244.722808
-700.243651,105,3251.418663
-770.609476,122,3259.807538
-657.087687,128,3267.459794
-5048.205772,649,3311.684159
-400.989596,63,3315.541127
-1757.309337,226,3329.191553
-750.704297,104,3335.533192
-1550.953961,201,3347.212394
-588.74943,95,3353.307813
-4242.508381,534,3387.99169
-9464.899315,1198,3469.406618
-1173.626999,173,3480.778406
-1946.240622,246,3497.22066
-1538.653185,216,3510.636701
-533.02071,99,3516.811535
-9516.678335,1198,3599.82861
-414.799898,56,3603.451889
-1056.668429,150,3612.90354
-586.193267,75,3617.834327
-1155.316764,150,3628.363185
-1834.583151,235,3641.89403
-2210.644807,284,3661.092876
-387.562991,46,3663.879026
-3041.137172,403,3690.061791
-9546.970088,1198,3774.561794
-1222.155483,162,3784.693931
-3930.240004,510,3815.925804
-981.314397,167,3825.905511
-1703.097344,239,3840.305088
-823.819428,127,3848.326331
-1242.356126,173,3858.444093
-131.510969,24,3860.046905
-452.470695,61,3863.588502
-1121.901047,155,3873.090286
415771.015316,54,3876.47829
-2720.520545,341,3897.60826
-115.948015,13,3898.565869
-4174.165155,550,3937.352451
-775.704069,128,3945.62748
-2463.846963,328,3966.448262
-1094.701833,160,3977.328241
-4745.960648,618,4017.00508
-484.557549,77,4021.760583
-725.31952,109,4028.261312
-1067.256111,158,4037.794882
-595.902582,104,4044.235317
