#{"t_start": 1626354427.3604953, "env_id": null}
r,l,t
1727.877397,330,2941.616082
-54.724509,69,2945.768266
792.726275,203,2958.28817
513.931999,230,2972.431368
1000.770195,281,2989.87018
376.755568,115,2997.074404
265.563401,212,3009.678963
1138.926816,261,3025.703997
-81.101646,278,3042.255431
1347.343174,345,3063.155002
453.925412,107,3069.863665
157.722447,316,3088.102127
557.484696,226,3101.411425
244.095476,234,3115.28563
696.111053,248,3130.532836
2290.977822,329,3150.701361
1222.898285,349,3171.325317
-30.901968,41,3174.023136
971.895418,240,3188.871813
1119.269332,472,3217.234495
227.230535,222,3230.517424
919.897119,174,3240.798531
169.273015,111,3247.266497
1703.835937,356,3268.275872
258.245309,100,3274.548343
816.196705,199,3286.844167
1202.156346,214,3299.909738
266.456936,176,3310.486037
408.208678,98,3316.674788
1450.014291,344,3337.700298
938.571495,253,3352.94103
77.91264,66,3357.0839
703.951967,525,3388.619658
2598.351791,573,3422.899674
-283.063517,203,3434.78849
61.565437,45,3437.675335
220.283068,117,3445.018841
-53.073232,273,3462.364018
221.548805,125,3469.873535
-160.966909,335,3490.065648
1874.063248,402,3514.866998
282.9065,110,3521.7852
1232.749385,204,3534.184775
1914.065194,504,3564.226982
3665.438834,626,3601.717468
2705.661449,404,3626.351416
737.792686,239,3640.891618
1358.896985,397,3665.297498
1323.484012,386,3688.765204
1569.905792,441,3715.560649
1149.051399,261,3731.494517
2195.041874,462,3759.167775
956.609663,245,3774.023767
1108.668611,171,3784.697719
1240.399806,244,3799.599464
32.726196,80,3804.385146
228.862473,111,3811.218609
1256.634367,269,3827.593383
2675.950109,405,3852.677183
1272.162025,208,3865.681572
1970.438613,281,3882.339073
2040.742113,424,3907.910296
1222.978175,210,3920.719374
1657.896329,202,3933.32991
1016.148335,251,3948.743038
2177.297866,404,3973.807751
2623.58637,509,4004.632793
511.61136,194,4016.277076
2375.075789,276,4032.952078
1301.535947,234,4046.93294
-83.368494,44,4049.678127
956.28988,176,4060.330044
2489.992457,367,4082.802236
1392.288574,268,4099.394297
773.483339,233,4114.023372
2036.912007,379,4136.903483
2015.668049,219,4150.404502
581.201761,149,4159.425404
122.634826,79,4164.431653
2783.421395,339,4184.848801
-127.774921,34,4186.992265
641.749428,156,4196.698247
3627.129294,501,4227.056271
1014.076884,302,4245.702368
395.631257,222,4260.771709
-197.241211,38,4262.998554
-65.12344,47,4265.95924
191.477936,91,4271.48644
990.773208,267,4287.552732
1087.341113,194,4299.143957
706.666084,175,4309.634139
470.728464,408,4335.293559
1109.353815,214,4348.37139
-410.156359,203,4360.60091
217.239877,98,4366.72766
2701.057233,288,4384.069723
169.18778,64,4388.094567
894.438543,248,4402.883467
183.278689,151,4412.138575
548.761043,193,4424.086262
1996.521157,245,4438.987928
96.140739,80,4443.96793
460.519043,113,4450.6126
359.476267,291,4468.108452
707.482644,158,4477.390372
207.361151,110,4484.278869
-165.169499,69,4488.309656
1818.556426,369,4510.47383
-214.924825,166,4520.066572
676.200545,283,4537.12894
1624.884804,349,4558.195877
813.631535,200,4570.583434
1380.726429,336,4591.539362
970.563917,252,4606.911556
889.543407,223,4620.64737
668.75962,148,4629.456159
1788.886981,309,4647.980698
1462.077417,400,4671.840947
1193.28274,268,4687.909841
2708.848226,443,4714.008865
122.331335,106,4720.375135
556.811247,137,4728.742929
120.990228,167,4739.039162
221.754091,346,4759.738609
1018.656279,308,4778.324023
1263.03385,291,4795.970194
476.271236,132,4803.80648
1960.186864,449,4830.919467
252.678521,144,4839.621863
1889.077233,399,4863.510304
1093.690916,407,4888.450727
750.426104,236,4902.488682
2638.998099,377,4925.282683
1743.046862,399,4949.750047
4987.298268,870,5001.678046
2021.053478,517,5032.555473
238.182786,275,5048.980475
2893.043801,503,5079.135582
2008.307047,310,5097.908367
1193.116481,573,5131.885398
956.497698,461,5160.576241
169.619976,231,5175.236289
626.439132,336,5195.55092
97.299645,116,5202.870971
772.068738,217,5216.18569
1956.825281,359,5237.954493
944.829777,227,5252.149573
3488.407197,479,5281.034747
190.865279,187,5292.533316
395.525674,204,5304.871041
1658.512679,536,5338.27012
3055.03336,606,5374.561633
1295.185734,344,5395.266333
803.903322,284,5411.838869
735.374166,336,5432.18603
292.529891,122,5439.879518
319.264328,301,5458.00614
1454.958897,715,5500.042913
80.231465,381,5523.06578
3082.688943,750,5567.450205
3196.281988,612,5604.996602
786.507843,324,5624.744031
1181.490399,354,5646.548692
2186.327397,374,5669.604678
1718.759718,413,5694.557878
3760.596087,764,5740.64409
1076.390999,639,5779.514728
1670.147494,446,5807.302405
592.381032,289,5824.550807
1234.096995,293,5842.148679
1709.71488,546,5875.558457
2123.273099,419,5901.036998
3172.449971,766,5947.564755
533.342968,240,5962.173203
1889.734912,356,5983.229422
1542.855861,456,6011.052901
5730.96576,1198,6081.882792
1783.079343,312,6100.94028
1579.130345,243,6115.807196
1420.572085,375,6138.398224
79.817975,190,6149.865286
334.018131,355,6171.402628
2231.162964,496,6200.94056
524.086038,196,6212.926032
5450.284416,958,6270.188233
672.915972,502,6300.429632
-47.345388,125,6308.270749
2324.751055,515,6339.337316
1592.083699,303,6357.405956
659.333602,245,6371.8973
855.606495,214,6385.056401
31.509553,37,6387.519295
1031.97909,234,6401.918575
3166.975145,613,6439.287376
862.802273,229,6453.440296
424.715112,264,6469.689923
2855.511368,865,6521.391158
308.597464,220,6535.368073
1499.033578,432,6561.25607
1169.567112,317,6580.312933
1187.300675,236,6594.420288
1197.79509,306,6613.252437
614.902965,634,6650.923262
818.14878,240,6665.21154
3237.418802,730,6709.141366
1002.591549,255,6724.664783
2317.769702,430,6750.546667
1872.651468,314,6770.065098
173.700719,366,6791.372243
1340.508519,349,6812.567505
3226.758786,661,6851.725871
-656.464525,471,6880.831949
2406.2303,635,6918.239344
667.890561,581,6953.151115
311.300154,193,6965.138225
2032.228684,818,7013.936187
672.039468,286,7031.322804
426.603066,257,7046.710595
1626.783571,417,7071.877267
2922.555441,619,7109.014616
-77.259962,76,7114.022653
-1229.173762,472,7144.523327
2639.935134,410,7169.403449
2039.423875,267,7185.745735
6136.464301,1198,7257.713426
1649.562916,418,7283.615835
1917.595009,474,7312.213814
945.834156,231,7326.142697
833.58487,336,7346.658791
2152.575596,450,7373.528976
4089.672516,670,7413.322258
335.58722,203,7426.939042
-347.85813,364,7449.486678
1046.393914,356,7471.093707
808.857167,244,7485.760812
1183.092414,343,7506.573273
272.634295,255,7522.368355
1866.943078,649,7560.945693
5152.556828,733,7605.603289
1767.538235,440,7631.941534
1897.164886,593,7667.331553
3381.672036,754,7712.986064
-158.056397,89,7718.81207
54.06753,64,7722.759632
-26.460716,98,7728.59856
